0,0,1,-1,-1,0.000000,0.000050,0.039000,
0,0,1,-1,1,0.000000,0.000040,0.857000,
0,0,1,0,-1,0.000000,0.000040,0.081000,
0,0,1,0,1,0.000000,0.000050,0.069000,
0,0,1,1,-1,0.000000,0.000040,1.200000,
0,0,1,1,1,0.000000,0.000040,0.036000,
0,2,-2,0,-1,180.000000,0.000020,0.107000,
0,2,-1,-1,-1,180.000000,0.000050,0.340000,
0,2,-1,-1,1,180.000000,0.000060,0.042000,
0,2,-1,0,-1,180.000000,0.000220,0.097000,
0,2,-1,0,1,180.000000,0.000060,0.027000,
0,2,-1,1,-1,180.000000,0.000010,0.042000,
0,2,1,0,-1,0.000000,0.000090,0.081000
