0,0,1,-2,0,90.000000,0.000050,0.039000,
0,0,1,-1,0,90.000000,0.000950,0.082000,
0,0,1,0,0,270.000000,0.000360,1.000000,
0,0,1,1,0,270.000000,0.000770,0.070000,
0,0,1,2,0,270.000000,0.000040,0.036000,
0,0,2,-1,0,90.000000,0.000030,0.089000,
0,1,1,0,0,90.000000,0.000120,0.075000,
0,2,-2,-1,0,90.000000,0.000070,0.105000,
0,2,-2,0,0,90.000000,0.000140,0.044000,
0,2,-1,-2,0,270.000000,0.000070,0.360000,
0,2,-1,-1,0,90.000000,0.001110,0.095000,
0,2,-1,0,0,90.000000,0.001490,0.042000,
0,2,-1,1,0,90.000000,0.000090,0.027000,
0,2,0,0,0,270.000000,0.000040,0.040000,
0,2,1,-1,0,270.000000,0.000180,0.080000,
0,2,1,0,0,270.000000,0.000230,0.039000,
0,2,1,1,0,270.000000,0.000020,0.026000,
0,2,2,-1,0,270.000000,0.000030,0.074000,
0,4,-1,-1,0,90.000000,0.000030,0.028000
