0,0,0,0,0,90.000000,0.001300,99999.999000,
0,0,0,0,1,213.957200,0.000030,0.075000,
0,0,0,0,2,270.037450,0.000020,0.037000,
0,0,0,1,0,90.075970,0.000040,0.075000,
0,0,0,3,-2,270.434290,0.000020,0.077000,
0,0,1,-1,0,89.999190,0.000130,0.082000,
0,0,1,0,0,270.000070,0.000220,1.000000,
0,0,1,1,0,269.999030,0.000110,0.070000,
0,2,-1,-1,0,89.998150,0.000020,0.095000,
0,2,-1,0,0,90.000520,0.000030,0.042000,
0,2,0,-2,0,269.985850,0.000050,0.564000,
0,2,0,-1,0,89.998630,0.000130,0.087000,
0,2,1,-1,0,269.999820,0.000020,0.080000,
0,2,1,0,0,269.999820,0.000030,0.039000
